id1,id2,r_qg,n_loci_qg,r_lr,pas,n_loci_pas
JUV009,JUV031,-0.021421,15,0.036607,0.133333,15
JUV009,JUV032,-0.064095,13,-0.072436,0.134615,13
JUV009,SB033,-0.021966,13,-0.06014,0.134615,13
JUV009,SB034,-0.099055,13,-0.20301,0.076923,13
JUV009,AF035,-0.046051,15,-0.029868,0.116667,15
JUV009,AF036,0.008205,15,0.047296,0.2,15
JUV009,AF037,0.006236,13,-0.044305,0.192308,13
JUV009,AF038,-0.007125,14,0.042594,0.142857,14
JUV009,AF039,-0.092534,13,-0.199471,0.096154,13
JUV009,JUV040,-0.065281,15,-0.196978,0.133333,15
JUV009,JUV041,-0.027808,14,-0.030345,0.125,14
JUV009,SB042,-0.008983,15,0.026584,0.166667,15
JUV009,SB043,0.016223,13,0.006646,0.192308,13
JUV009,SB044,-0.092788,15,-0.202157,0.1,15
JUV009,AF045,-0.028123,15,-0.14117,0.133333,15
JUV009,AF046,-0.07897,15,-0.156294,0.1,15
JUV009,AF047,0.040303,15,0.077133,0.183333,15
JUV009,AF048,-0.037598,14,-0.08036,0.125,14
JUV009,AF049,-0.047741,14,-0.037904,0.107143,14
JUV009,AF050,-0.076226,13,-0.165433,0.096154,13
JUV009,JUV051,-0.090584,14,-0.188827,0.071429,14
JUV009,JUV052,-0.053998,14,-0.144788,0.125,14
JUV009,JUV053,-0.095189,15,-0.156344,0.1,15
JUV009,JUV054,-0.101907,14,-0.184858,0.107143,14
JUV009,SB055,-0.065137,13,-0.190238,0.134615,13
JUV009,AF056,-0.084688,15,-0.065844,0.083333,15
JUV009,AF057,0.040009,14,0.10333,0.178571,14
JUV009,AF058,0.023799,14,-0.083061,0.178571,14
JUV009,AF059,0.0832,14,0.210212,0.25,14
JUV009,AF060,-0.069113,14,-0.11054,0.125,14
JUV009,AF061,-0.088659,15,-0.198188,0.1,15
JUV009,JUV062,0.037616,14,0.068795,0.178571,14
JUV009,JUV063,-0.041907,14,-0.048742,0.160714,14
JUV010,SB011,0.042707,11,0.191557,0.25,11
JUV010,SB012,0.016375,12,0.09215,0.208333,12
JUV010,AF013,-0.128788,11,-0.208942,0.090909,11
JUV010,AF014,-0.077467,13,-0.033408,0.153846,13
JUV010,AF015,0.005242,13,-0.078015,0.173077,13
JUV010,AF016,-0.022262,13,-0.044564,0.173077,13
JUV010,JUV017,-0.061766,13,-0.026177,0.192308,13
JUV010,JUV018,0.01249,13,0.162016,0.211538,13
JUV010,JUV019,0.046766,13,0.195655,0.230769,13
JUV010,JUV020,0.071764,13,0.275328,0.288462,13
JUV010,SB021,0.085215,13,0.088026,0.25,13
JUV010,AF022,-0.113747,12,-0.280008,0.083333,12
JUV010,AF023,-0.057278,12,-0.189948,0.145833,12
JUV010,AF024,-0.105751,12,-0.261629,0.083333,12
JUV010,AF025,-0.042213,13,-0.061081,0.153846,13
JUV010,AF026,-0.040321,12,-0.103171,0.166667,12
JUV010,AF027,0.088731,12,0.186255,0.270833,12
JUV010,JUV028,-0.176906,12,-0.37417,0.020833,12
JUV010,JUV029,-0.068005,11,-0.155952,0.113636,11
JUV010,JUV030,0.030784,12,0.03448,0.229167,12
JUV010,JUV031,-0.012011,13,0.016129,0.153846,13
JUV010,JUV032,-0.020308,12,-0.018598,0.1875,12
JUV010,SB033,-0.100038,12,-0.224412,0.083333,12
JUV010,SB034,0.030168,11,0.03158,0.204545,11
JUV010,AF035,0.121467,13,0.154892,0.269231,13
JUV010,AF036,-0.009776,13,0.137969,0.211538,13
JUV010,AF037,-0.042767,11,0.005283,0.181818,11
JUV010,AF038,-0.074319,13,-0.191733,0.115385,13
JUV010,AF039,-0.114298,11,-0.231715,0.113636,11
JUV010,JUV040,-0.103623,13,-0.217401,0.134615,13
JUV010,JUV041,-0.11927,12,-0.214837,0.083333,12
JUV010,SB042,-0.142405,13,-0.222536,0.076923,13
JUV010,SB043,0.112874,12,0.351844,0.3125,12
JUV010,SB044,-0.121035,13,-0.241363,0.096154,13
JUV010,AF045,-0.147741,13,-0.27002,0.057692,13
JUV010,AF046,-0.025745,13,-0.08824,0.153846,13
JUV010,AF047,0.068684,13,0.146923,0.230769,13
JUV010,AF048,-0.034539,12,-0.007611,0.166667,12
JUV010,AF049,0.012015,12,-0.062516,0.1875,12
JUV010,AF050,-0.031358,11,-0.176438,0.159091,11
JUV010,JUV051,0.022215,12,-0.119919,0.1875,12
JUV010,JUV052,0.09631,12,0.177389,0.270833,12
JUV010,JUV053,-0.170666,13,-0.322026,0.057692,13
JUV010,JUV054,-0.117211,12,-0.178329,0.125,12
JUV010,SB055,0.168108,12,0.200608,0.333333,12
JUV010,AF056,-0.025512,13,-0.037618,0.153846,13
JUV010,AF057,-0.051086,12,-0.026765,0.145833,12
JUV010,AF058,-0.07776,12,-0.144608,0.125,12
JUV010,AF059,-0.033492,12,0.133623,0.1875,12
JUV010,AF060,0.156479,12,0.391177,0.333333,12
JUV010,AF061,0.002185,13,-0.029336,0.192308,13
JUV010,JUV062,0.114807,12,0.105605,0.25,12
JUV010,JUV063,0.302856,12,0.559731,0.458333,12
SB011,SB012,-0.097738,12,-0.202648,0.125,12
SB011,AF013,-0.020594,12,-0.024714,0.145833,12
SB011,AF014,-0.073916,13,-0.100483,0.134615,13
SB011,AF015,-0.05098,13,-0.074373,0.134615,13
SB011,AF016,0.055633,13,0.105385,0.230769,13
SB011,JUV017,0.157601,13,0.257984,0.326923,13
SB011,JUV018,-0.05409,13,-0.155536,0.153846,13
SB011,JUV019,0.230354,13,0.487959,0.365385,13
SB011,JUV020,0.145047,13,0.33564,0.326923,13
SB011,SB021,-0.016765,13,0.02622,0.192308,13
SB011,AF022,-0.042154,12,-0.064369,0.125,12
SB011,AF023,-0.045042,12,-0.082587,0.145833,12
SB011,AF024,-0.002212,12,0.005445,0.166667,12
SB011,AF025,0.039919,13,0.01401,0.211538,13
SB011,AF026,0.006931,12,0.008262,0.166667,12
SB011,AF027,-0.039334,12,-0.010179,0.166667,12
SB011,JUV028,-0.023084,11,0.053076,0.136364,11
SB011,JUV029,0.019765,11,0.040967,0.204545,11
SB011,JUV030,-0.052947,12,-0.073867,0.145833,12
SB011,JUV031,0.004353,13,-0.029692,0.173077,13
SB011,JUV032,-0.018386,11,0.064559,0.204545,11
SB011,SB033,-0.015508,11,-0.067585,0.159091,11
SB011,SB034,-0.081503,11,-0.153506,0.090909,11
SB011,AF035,-0.026683,13,-0.031764,0.153846,13
SB011,AF036,0.085064,13,0.233499,0.269231,13
SB011,AF037,0.057026,11,0.289949,0.25,11
SB011,AF038,-0.076717,12,-0.17845,0.104167,12
SB011,AF039,-0.00879,12,0.027985,0.166667,12
SB011,JUV040,-0.033523,13,-0.04161,0.173077,13
SB011,JUV041,0.016383,12,-0.01645,0.1875,12
SB011,SB042,-0.058953,13,-0.196397,0.153846,13
SB011,SB043,0.019419,11,0.137989,0.204545,11
SB011,SB044,-0.040038,13,-0.010121,0.153846,13
SB011,AF045,0.039724,13,-0.012953,0.192308,13
SB011,AF046,-0.038883,13,-0.044286,0.153846,13
SB011,AF047,0.09012,13,0.247429,0.25,13
SB011,AF048,0.015105,12,0.044438,0.1875,12
SB011,AF049,0.001968,12,0.039421,0.1875,12
SB011,AF050,-0.085584,11,-0.169252,0.113636,11
SB011,JUV051,-0.118687,12,-0.319434,0.083333,12
SB011,JUV052,-0.008548,12,0.047079,0.166667,12
SB011,JUV053,-0.032337,13,-0.064269,0.153846,13
SB011,JUV054,-0.108674,12,-0.174265,0.104167,12
SB011,SB055,0.000421,11,0.101665,0.227273,11
SB011,AF056,-0.021733,13,-0.108384,0.153846,13
SB011,AF057,-0.048482,12,-0.141343,0.125,12
SB011,AF058,-0.002532,12,-0.028939,0.1875,12
SB011,AF059,0.090366,12,0.262911,0.270833,12
SB011,AF060,-0.121854,12,-0.139643,0.125,12
SB011,AF061,-0.082893,13,-0.150534,0.115385,13
SB011,JUV062,0.040556,12,0.176102,0.208333,12
SB011,JUV063,-0.002546,12,0.149352,0.229167,12
SB012,AF013,0.005433,12,0.110582,0.1875,12
SB012,AF014,0.015915,14,0.081247,0.232143,14
SB012,AF015,-0.0671,14,-0.153174,0.125,14
SB012,AF016,0.025719,14,0.106946,0.232143,14
SB012,JUV017,-0.118637,14,-0.133027,0.142857,14
SB012,JUV018,0.023057,14,0.102569,0.232143,14
SB012,JUV019,-0.085459,14,-0.170841,0.125,14
SB012,JUV020,-0.034536,14,0.011791,0.214286,14
SB012,SB021,-0.036704,14,0.105598,0.178571,14
SB012,AF022,-0.048189,13,-0.16208,0.115385,13
SB012,AF023,-0.122663,13,-0.196269,0.115385,13
SB012,AF024,-0.060793,13,-0.133104,0.115385,13
SB012,AF025,-0.037878,14,0.073507,0.160714,14
SB012,AF026,0.030306,13,0.044349,0.230769,13
SB012,AF027,-0.016456,13,0.011146,0.192308,13
SB012,JUV028,0.009058,12,-0.118886,0.166667,12
SB012,JUV029,-0.046085,13,-0.049609,0.153846,13
SB012,JUV030,0.031119,13,0.159636,0.25,13
SB012,JUV031,0.016998,14,0.066522,0.196429,14
SB012,JUV032,-0.045225,12,-0.051359,0.166667,12
SB012,SB033,0.014963,12,-0.068274,0.1875,12
SB012,SB034,0.122994,12,0.184499,0.291667,12
SB012,AF035,-0.00984,14,-0.02923,0.178571,14
SB012,AF036,0.045982,14,0.049212,0.267857,14
SB012,AF037,-0.071582,13,-0.134786,0.173077,13
SB012,AF038,-0.075443,13,-0.205906,0.115385,13
SB012,AF039,-0.116333,12,-0.181034,0.104167,12
SB012,JUV040,0.059718,14,0.157893,0.267857,14
SB012,JUV041,-0.029382,14,-0.095653,0.160714,14
SB012,SB042,0.087708,14,0.212807,0.285714,14
SB012,SB043,0.080134,12,0.092051,0.291667,12
SB012,SB044,-0.038149,14,-0.077734,0.178571,14
SB012,AF045,-0.001587,14,-0.003386,0.196429,14
SB012,AF046,-0.10511,14,-0.036529,0.125,14
SB012,AF047,0.040609,14,0.02486,0.214286,14
SB012,AF048,-0.079877,13,-0.166156,0.134615,13
SB012,AF049,-0.065408,13,-0.080003,0.134615,13
SB012,AF050,0.163169,12,0.355136,0.333333,12
SB012,JUV051,0.129573,13,0.202775,0.288462,13
SB012,JUV052,-0.077847,13,-0.097637,0.153846,13
SB012,JUV053,0.124143,14,0.249945,0.321429,14
SB012,JUV054,-0.008739,13,0.001224,0.230769,13
SB012,SB055,0.019554,12,0.241199,0.229167,12
SB012,AF056,0.009273,14,0.077021,0.196429,14
SB012,AF057,0.002972,13,0.012826,0.192308,13
SB012,AF058,-0.052232,13,0.006412,0.173077,13
SB012,AF059,0.028815,13,0.087225,0.230769,13
SB012,AF060,0.008156,13,0.081145,0.230769,13
SB012,AF061,-0.033758,14,-0.086901,0.178571,14
SB012,JUV062,-0.085559,13,-0.101986,0.115385,13
SB012,JUV063,-0.009441,13,0.021515,0.230769,13
AF013,AF014,-0.024362,13,-0.042184,0.153846,13
AF013,AF015,-0.029717,13,-0.119986,0.134615,13
AF013,AF016,0.048209,13,0.169192,0.211538,13
AF013,JUV017,-0.038142,13,-0.033909,0.153846,13
AF013,JUV018,-0.030928,13,-0.058577,0.153846,13
AF013,JUV019,-0.158486,13,-0.363938,0.019231,13
AF013,JUV020,-0.023024,13,0.028647,0.173077,13
AF013,SB021,-0.12913,13,-0.262154,0.076923,13
AF013,AF022,0.085205,12,0.124716,0.208333,12
AF013,AF023,-0.029868,12,-0.027535,0.145833,12
AF013,AF024,0.174328,12,0.285078,0.291667,12
AF013,AF025,-0.088818,13,-0.29667,0.096154,13
AF013,AF026,-0.058854,12,-0.110575,0.104167,12
AF013,AF027,-0.047724,12,-0.056968,0.125,12
AF013,JUV028,0.050147,11,0.021715,0.181818,11
AF013,JUV029,-0.153932,11,-0.344774,0.045455,11
AF013,JUV030,-0.008467,12,-0.040606,0.166667,12
AF013,JUV031,-0.025585,13,-0.092517,0.134615,13
AF013,JUV032,0.027908,11,0.083608,0.227273,11
AF013,SB033,0.009681,11,0.166455,0.159091,11
AF013,SB034,0.046329,11,-0.022526,0.159091,11
AF013,AF035,-0.120275,13,-0.244129,0.057692,13
AF013,AF036,-0.090975,13,-0.126848,0.115385,13
AF013,AF037,-0.052387,11,-0.044468,0.136364,11
AF013,AF038,-0.001004,12,-0.009156,0.145833,12
AF013,AF039,0.066933,11,0.058459,0.204545,11
AF013,JUV040,-0.070516,13,-0.063996,0.115385,13
AF013,JUV041,-0.105626,12,-0.241656,0.0625,12
AF013,SB042,0.168025,13,0.351787,0.326923,13
AF013,SB043,-0.038066,11,-0.019536,0.136364,11
AF013,SB044,0.056037,13,0.16586,0.211538,13
AF013,AF045,0.008447,13,0.038017,0.153846,13
AF013,AF046,-0.039367,13,-0.180954,0.134615,13
AF013,AF047,0.087176,13,0.142542,0.230769,13
AF013,AF048,-0.074239,12,-0.157942,0.104167,12
AF013,AF049,-0.069023,12,-0.065212,0.104167,12
AF013,AF050,0.054112,12,0.244688,0.208333,12
AF013,JUV051,0.034847,13,0.124792,0.192308,13
AF013,JUV052,-0.006344,12,0.002231,0.166667,12
AF013,JUV053,0.037832,13,0.031453,0.192308,13
AF013,JUV054,0.108429,12,0.321439,0.270833,12
AF013,SB055,0.011092,11,0.166142,0.204545,11
AF013,AF056,-0.072184,13,-0.10344,0.096154,13
AF013,AF057,0.146772,12,0.247729,0.270833,12
AF013,AF058,0.120397,12,0.296546,0.270833,12
AF013,AF059,-0.046865,12,-0.081615,0.125,12
AF013,AF060,0.08638,12,0.160907,0.270833,12
AF013,AF061,-0.078758,13,-0.174731,0.096154,13
AF013,JUV062,-0.105109,12,-0.19386,0.083333,12
AF013,JUV063,0.000695,12,-0.017957,0.208333,12
AF014,AF015,0.027603,15,0.037427,0.216667,15
AF014,AF016,0.007246,15,0.019062,0.216667,15
AF014,JUV017,0.304606,15,0.626689,0.483333,15
AF014,JUV018,0.219259,15,0.435494,0.4,15
AF014,JUV019,0.058571,15,0.272868,0.25,15
AF014,JUV020,0.192803,15,0.524127,0.4,15
AF014,SB021,-0.00079,15,-0.003223,0.216667,15
AF014,AF022,-0.022333,14,-0.051124,0.160714,14
AF014,AF023,0.092416,14,0.296332,0.285714,14
AF014,AF024,-0.072253,14,-0.140653,0.125,14
AF014,AF025,-0.123055,15,-0.202214,0.1,15
AF014,AF026,0.069547,14,0.215513,0.267857,14
AF014,AF027,-0.054151,14,-0.083545,0.178571,14
AF014,JUV028,0.008288,13,-0.123598,0.192308,13
AF014,JUV029,-0.087214,13,-0.193868,0.115385,13
AF014,JUV030,-0.050002,14,0.075608,0.196429,14
AF014,JUV031,-0.078913,15,-0.113692,0.133333,15
AF014,JUV032,-0.035267,13,-0.030788,0.192308,13
AF014,SB033,-0.122095,13,-0.200576,0.096154,13
AF014,SB034,-0.059134,13,0.043062,0.153846,13
AF014,AF035,-0.021613,15,0.032034,0.183333,15
AF014,AF036,-0.092308,15,0.111547,0.166667,15
AF014,AF037,0.080999,13,0.293113,0.288462,13
AF014,AF038,0.042453,14,0.093691,0.232143,14
AF014,AF039,-0.01257,13,0.082483,0.211538,13
AF014,JUV040,0.001331,15,0.163865,0.233333,15
AF014,JUV041,-0.100167,14,-0.153628,0.107143,14
AF014,SB042,-0.045969,15,-0.069622,0.183333,15
AF014,SB043,0.065818,13,0.328184,0.288462,13
AF014,SB044,-0.048377,15,0.065905,0.183333,15
AF014,AF045,-0.023851,15,0.098772,0.183333,15
AF014,AF046,-0.05531,15,-0.076246,0.166667,15
AF014,AF047,-0.097878,15,-0.121021,0.116667,15
AF014,AF048,0.005795,14,-0.00985,0.214286,14
AF014,AF049,-0.049352,14,-0.117152,0.160714,14
AF014,AF050,-0.099741,13,-0.168835,0.134615,13
AF014,JUV051,-0.084883,14,-0.178803,0.125,14
AF014,JUV052,-0.087568,14,-0.122782,0.142857,14
AF014,JUV053,0.012157,15,0.136113,0.233333,15
AF014,JUV054,-0.014069,14,0.073114,0.232143,14
AF014,SB055,-0.100867,13,-0.144209,0.153846,13
AF014,AF056,0.062669,15,0.149342,0.25,15
AF014,AF057,-0.047367,14,-0.115063,0.160714,14
AF014,AF058,-0.077568,14,-0.154201,0.142857,14
AF014,AF059,0.099227,14,0.279783,0.303571,14
AF014,AF060,-0.04872,14,0.00761,0.196429,14
AF014,AF061,0.039434,15,0.209732,0.25,15
AF014,JUV062,-0.049702,14,-0.126247,0.142857,14
AF014,JUV063,-0.033723,14,0.037214,0.214286,14
AF015,AF016,0.01587,15,0.119575,0.183333,15
AF015,JUV017,-0.025704,15,-0.018182,0.183333,15
AF015,JUV018,0.079281,15,0.0952,0.25,15
AF015,JUV019,0.126475,15,0.261683,0.266667,15
AF015,JUV020,-0.031753,15,-0.146546,0.183333,15
AF015,SB021,0.028452,15,0.035526,0.2,15
AF015,AF022,-0.021178,14,-0.098296,0.125,14
AF015,AF023,0.066087,14,0.096611,0.232143,14
AF015,AF024,0.106682,14,0.099504,0.232143,14
AF015,AF025,0.050009,15,0.061933,0.2,15
AF015,AF026,-0.09263,14,-0.182185,0.089286,14
AF015,AF027,0.013618,14,0.079585,0.196429,14
AF015,JUV028,-0.031174,13,0.046294,0.115385,13
AF015,JUV029,0.028281,13,-0.035076,0.173077,13
AF015,JUV030,0.045597,14,0.16238,0.232143,14
AF015,JUV031,-0.048079,15,-0.098345,0.116667,15
AF015,JUV032,0.08682,13,0.199041,0.25,13
AF015,SB033,0.030579,13,0.023999,0.173077,13
AF015,SB034,-0.083184,13,-0.255468,0.096154,13
AF015,AF035,-0.012323,15,-0.036584,0.15,15
AF015,AF036,-0.16378,15,-0.280964,0.066667,15
AF015,AF037,-0.018618,13,-0.081747,0.173077,13
AF015,AF038,-0.036399,14,-0.073438,0.125,14
AF015,AF039,0.060653,13,0.073487,0.230769,13
AF015,JUV040,-0.07209,15,-0.177434,0.133333,15
AF015,JUV041,-0.028414,14,-0.085077,0.125,14
AF015,SB042,0.004853,15,-0.013487,0.183333,15
AF015,SB043,-0.002005,13,-0.013838,0.192308,13
AF015,SB044,-0.017879,15,-0.063994,0.166667,15
AF015,AF045,-0.014497,15,-0.121976,0.15,15
AF015,AF046,-0.004529,15,0.026717,0.166667,15
AF015,AF047,0.054091,15,0.092742,0.2,15
AF015,AF048,-0.075685,14,-0.139926,0.107143,14
AF015,AF049,-0.020756,14,-0.126846,0.142857,14
AF015,AF050,-0.117695,13,-0.199363,0.076923,13
AF015,JUV051,-0.033219,14,-0.058786,0.125,14
AF015,JUV052,0.06973,14,0.205911,0.232143,14
AF015,JUV053,-0.102057,15,-0.188275,0.1,15
AF015,JUV054,-0.030097,14,-0.086389,0.178571,14
AF015,SB055,-0.027035,13,0.025144,0.173077,13
AF015,AF056,-0.010792,15,-0.015342,0.15,15
AF015,AF057,0.024407,14,-0.100118,0.178571,14
AF015,AF058,-0.068728,14,-0.108103,0.107143,14
AF015,AF059,0.009639,14,0.019651,0.196429,14
AF015,AF060,0.135265,14,0.193594,0.303571,14
AF015,AF061,-0.034289,15,-0.073745,0.15,15
AF015,JUV062,-0.008514,14,-0.079048,0.142857,14
AF015,JUV063,0.018502,14,0.038822,0.214286,14
AF016,JUV017,-0.02577,15,-0.023226,0.2,15
AF016,JUV018,0.121658,15,0.288623,0.3,15
AF016,JUV019,-0.014901,15,-0.099678,0.166667,15
AF016,JUV020,0.031166,15,0.060593,0.25,15
AF016,SB021,-0.012252,15,-0.066671,0.183333,15
AF016,AF022,-0.02937,14,-0.04997,0.125,14
AF016,AF023,0.022937,14,0.131579,0.214286,14
AF016,AF024,0.005421,14,0.180103,0.160714,14
AF016,AF025,0.030338,15,0.123477,0.2,15
AF016,AF026,-0.004354,14,0.033239,0.178571,14
AF016,AF027,-0.060813,14,-0.084474,0.142857,14
AF016,JUV028,-0.04834,13,-0.037948,0.115385,13
AF016,JUV029,-0.03513,13,-0.106739,0.153846,13
AF016,JUV030,-0.014873,14,0.026291,0.196429,14
AF016,JUV031,-0.048384,15,-0.095659,0.133333,15
AF016,JUV032,-0.005558,13,0.155333,0.192308,13
AF016,SB033,-0.016658,13,0.055345,0.153846,13
AF016,SB034,0.032692,13,0.041453,0.192308,13
AF016,AF035,-0.032644,15,0.033262,0.15,15
AF016,AF036,-0.039953,15,-0.089646,0.183333,15
AF016,AF037,-0.084509,13,-0.15984,0.153846,13
AF016,AF038,-0.127841,14,-0.280511,0.071429,14
AF016,AF039,-0.069792,13,-0.081117,0.134615,13
AF016,JUV040,-0.031054,15,-0.025721,0.183333,15
AF016,JUV041,-0.06806,14,-0.171139,0.125,14
AF016,SB042,-0.015534,15,0.018161,0.183333,15
AF016,SB043,0.000472,13,-0.036158,0.211538,13
AF016,SB044,-0.059162,15,-0.104728,0.15,15
AF016,AF045,-0.055263,15,-0.105116,0.133333,15
AF016,AF046,-0.004391,15,-0.020098,0.183333,15
AF016,AF047,-0.107719,15,-0.214921,0.083333,15
AF016,AF048,0.039421,14,0.003282,0.214286,14
AF016,AF049,0.006857,14,0.082021,0.178571,14
AF016,AF050,-0.024537,13,-0.064728,0.173077,13
AF016,JUV051,-0.040046,14,-0.031429,0.142857,14
AF016,JUV052,0.006183,14,-0.026781,0.196429,14
AF016,JUV053,0.000456,15,0.00993,0.2,15
AF016,JUV054,-0.046622,14,-0.079089,0.178571,14
AF016,SB055,0.007675,13,0.097866,0.211538,13
AF016,AF056,0.030008,15,0.149981,0.2,15
AF016,AF057,-0.056641,14,-0.132876,0.125,14
AF016,AF058,0.025596,14,0.121377,0.196429,14
AF016,AF059,-0.020756,14,-0.055212,0.178571,14
AF016,AF060,0.03095,14,0.101409,0.232143,14
AF016,AF061,-0.055051,15,-0.061416,0.15,15
AF016,JUV062,0.056523,14,0.105563,0.214286,14
AF016,JUV063,-0.063057,14,-0.1459,0.160714,14
JUV017,JUV018,-0.04533,15,0.048386,0.2,15
JUV017,JUV019,0.171977,15,0.314436,0.35,15
JUV017,JUV020,0.203035,15,0.561085,0.416667,15
JUV017,SB021,-0.055014,15,-0.02442,0.183333,15
JUV017,AF022,-0.065308,14,-0.171133,0.142857,14
JUV017,AF023,0.080075,14,0.365562,0.285714,14
JUV017,AF024,-0.104162,14,-0.220714,0.107143,14
JUV017,AF025,0.009761,15,0.049476,0.216667,15
JUV017,AF026,0.134868,14,0.298105,0.321429,14
JUV017,AF027,-0.09855,14,-0.144333,0.160714,14
JUV017,JUV028,-0.111289,13,-0.165248,0.115385,13
JUV017,JUV029,-0.085118,13,-0.170736,0.134615,13
JUV017,JUV030,-0.05999,14,0.004445,0.196429,14
JUV017,JUV031,-0.070649,15,-0.17386,0.15,15
JUV017,JUV032,-0.062024,13,-0.029548,0.192308,13
JUV017,SB033,-0.044796,13,-0.080428,0.173077,13
JUV017,SB034,-0.159753,13,-0.108706,0.096154,13
JUV017,AF035,-0.033789,15,-0.055354,0.183333,15
JUV017,AF036,0.022713,15,0.237836,0.266667,15
JUV017,AF037,0.060423,13,0.209435,0.288462,13
JUV017,AF038,-0.018654,14,-0.012008,0.196429,14
JUV017,AF039,0.02127,13,0.178325,0.25,13
JUV017,JUV040,0.010292,15,0.136436,0.25,15
JUV017,JUV041,-0.077683,14,-0.120186,0.142857,14
JUV017,SB042,0.067948,15,0.170178,0.283333,15
JUV017,SB043,0.026892,13,0.236861,0.269231,13
JUV017,SB044,-0.060872,15,0.01601,0.183333,15
JUV017,AF045,0.026478,15,0.173701,0.233333,15
JUV017,AF046,-0.109669,15,-0.133707,0.133333,15
JUV017,AF047,-0.068981,15,-0.111707,0.15,15
JUV017,AF048,-0.048639,14,-0.020418,0.178571,14
JUV017,AF049,0.007811,14,0.000628,0.214286,14
JUV017,AF050,-0.037877,13,-0.007674,0.192308,13
JUV017,JUV051,-0.076079,14,-0.074633,0.142857,14
JUV017,JUV052,-0.031983,14,-0.025577,0.196429,14
JUV017,JUV053,0.084475,15,0.242209,0.3,15
JUV017,JUV054,-0.001018,14,0.16698,0.25,14
JUV017,SB055,-0.203784,13,-0.281322,0.096154,13
JUV017,AF056,0.009421,15,0.078272,0.216667,15
JUV017,AF057,-0.012542,14,0.012638,0.196429,14
JUV017,AF058,0.016864,14,0.108131,0.232143,14
JUV017,AF059,0.056404,14,0.245398,0.285714,14
JUV017,AF060,-0.127056,14,-0.089135,0.142857,14
JUV017,AF061,-0.014581,15,0.178521,0.216667,15
JUV017,JUV062,-0.062752,14,-0.088546,0.142857,14
JUV017,JUV063,-0.074429,14,0.015405,0.196429,14
JUV018,JUV019,-0.054468,15,0.066068,0.15,15
JUV018,JUV020,0.139336,15,0.339247,0.35,15
JUV018,SB021,0.030989,15,0.066215,0.233333,15
JUV018,AF022,-0.027801,14,-0.059739,0.142857,14
JUV018,AF023,0.125681,14,0.292702,0.303571,14
JUV018,AF024,-0.022387,14,-0.014321,0.160714,14
JUV018,AF025,-0.04982,15,-0.018549,0.15,15
JUV018,AF026,-0.019062,14,0.000993,0.196429,14
JUV018,AF027,-0.081785,14,-0.129263,0.142857,14
JUV018,JUV028,-0.055522,13,-0.084181,0.134615,13
JUV018,JUV029,-0.037636,13,-0.073696,0.153846,13
JUV018,JUV030,-0.066485,14,-0.051121,0.178571,14
JUV018,JUV031,-0.067608,15,-0.161482,0.133333,15
JUV018,JUV032,-0.027268,13,0.023422,0.192308,13
JUV018,SB033,-0.060805,13,-0.114507,0.134615,13
JUV018,SB034,0.035088,13,0.011584,0.211538,13
JUV018,AF035,0.051115,15,0.14485,0.233333,15
JUV018,AF036,-0.059582,15,0.092289,0.183333,15
JUV018,AF037,-0.014231,13,-0.05738,0.211538,13
JUV018,AF038,0.035475,14,0.174971,0.214286,14
JUV018,AF039,-0.043183,13,-0.052285,0.173077,13
JUV018,JUV040,0.012419,15,0.157536,0.233333,15
JUV018,JUV041,-0.004991,14,0.05471,0.178571,14
JUV018,SB042,-0.097151,15,-0.124412,0.133333,15
JUV018,SB043,0.051677,13,0.177629,0.269231,13
JUV018,SB044,-0.120447,15,-0.229033,0.116667,15
JUV018,AF045,-0.074613,15,-0.09433,0.133333,15
JUV018,AF046,-0.126857,15,-0.186994,0.1,15
JUV018,AF047,-0.127501,15,-0.252548,0.083333,15
JUV018,AF048,-0.055105,14,-0.053512,0.160714,14
JUV018,AF049,-0.065475,14,-0.111891,0.142857,14
JUV018,AF050,-0.120499,13,-0.210422,0.115385,13
JUV018,JUV051,-0.075802,14,-0.103752,0.125,14
JUV018,JUV052,-0.058435,14,-0.134171,0.160714,14
JUV018,JUV053,-0.060335,15,-0.075136,0.166667,15
JUV018,JUV054,-0.098923,14,-0.182255,0.160714,14
JUV018,SB055,-0.053646,13,-0.081404,0.173077,13
JUV018,AF056,0.073189,15,0.129649,0.25,15
JUV018,AF057,-0.019252,14,0.073076,0.178571,14
JUV018,AF058,-0.126638,14,-0.22003,0.089286,14
JUV018,AF059,0.07026,14,0.253064,0.267857,14
JUV018,AF060,0.093056,14,0.277825,0.303571,14
JUV018,AF061,0.008617,15,-0.004106,0.216667,15
JUV018,JUV062,-0.037917,14,-0.117435,0.142857,14
JUV018,JUV063,-0.061737,14,-0.000343,0.178571,14
JUV019,JUV020,0.082866,15,0.255275,0.283333,15
JUV019,SB021,0.038596,15,0.1176,0.216667,15
JUV019,AF022,-0.009275,14,-0.074006,0.142857,14
JUV019,AF023,0.001699,14,0.007845,0.178571,14
JUV019,AF024,-0.074059,14,-0.213448,0.089286,14
JUV019,AF025,-0.000625,15,-0.047284,0.166667,15
JUV019,AF026,0.046585,14,0.027989,0.214286,14
JUV019,AF027,-0.018141,14,-0.029364,0.178571,14
JUV019,JUV028,-0.054722,13,-0.186521,0.115385,13
JUV019,JUV029,0.013225,13,0.015262,0.173077,13
JUV019,JUV030,-0.096875,14,-0.203616,0.125,14
